song_id;language;field;value
19260900;JA;name;グラナドス:Spanish Dances Book 1, Op. 37 - Fandango
19260906;JA;name;グラナドス:Spanish Dances Book 2, Op. 37 - Rondalla Aragonesca
19260908;JA;name;グラナドス:Spanish Dances Book 3, Op. 37 - Valenciana
19260910;JA;name;グラナドス:Spanish Dances Book 3, Op. 37 - Sardana
19260912;JA;name;グラナドス:Spanish Dances Book 3, Op. 37 - Mazurca
19260914;JA;name;グラナドス:Spanish Dances Book 4, Op. 37 - Danza triste
19261298;JA;name;ヴァイオリン協奏曲「梁山伯と祝英台: バタフライ・ラヴァーズ」
19261312;JA;name;民謡「街頭の音楽家」
19261317;JA;name;春の愛
19261322;JA;name;新婚夫婦の別れ
19268135;JA;name;交響曲第6番 ニ短調 Op. 104: I. Allegro molto moderato
19268137;JA;name;交響曲第6番 ニ短調 Op. 104: II. Allegretto moderato
19268139;JA;name;交響曲第6番 ニ短調 Op. 104: III. Poco vivace
19268141;JA;name;交響曲第6番 ニ短調 Op. 104: IV. Allegro molto
19268143;JA;name;テンペスト 組曲第2番 Op. 109: I. Chorus of the Winds
19268145;JA;name;テンペスト 組曲第2番 Op. 109: II. Intermezzo
19268147;JA;name;テンペスト 組曲第2番 Op. 109: III. Dance of the Nymphs
19268149;JA;name;テンペスト 組曲第2番 Op. 109: IV. Prospero
19268151;JA;name;テンペスト 組曲第2番 Op. 109: V. Song I and II
19268153;JA;name;テンペスト 組曲第2番 Op. 109: VI. Miranda
19268155;JA;name;テンペスト 組曲第2番 Op. 109: VII. The Naiads
19268157;JA;name;テンペスト 組曲第2番 Op. 109: VIII. Dance Episode
19268159;JA;name;交響曲第7番 ハ長調 Op. 105
19270453;JA;name;交響曲第1番 ハ短調 WAB 101(1866年リンツ初稿 キャラガン版): I. Allegro
19270458;JA;name;交響曲第1番 ハ短調 WAB 101(1866年リンツ初稿 キャラガン版): II. Adagio
19270463;JA;name;交響曲第1番 ハ短調 WAB 101(1866年リンツ初稿 キャラガン版): III. Scherzo: Schnell
19270468;JA;name;交響曲第1番 ハ短調 WAB 101(1866年リンツ初稿 キャラガン版): IV. Finale: Bewegt, feurig
19270473;JA;name;交響曲第3番 ニ短調 WAB 103(1876年稿 ノヴァーク版): II. アダージョ
19270541;JA;name;交響曲 ヘ短調 「習作交響曲」 WAB 99: I. Allegro molto vivace
19270550;JA;name;交響曲 ヘ短調 「習作交響曲」 WAB 99: II. Andante molto
19270556;JA;name;交響曲 ヘ短調 「習作交響曲」 WAB 99: III. Scherzo: Schnell
19270562;JA;name;交響曲 ヘ短調 「習作交響曲」 WAB 99: IV. Finale: Allegro
19270568;JA;name;交響曲第4番 変ホ長調 「ロマンティック」 WAB 104(1878年稿 ノヴァーク版): IV. 民衆の祭り
19270593;JA;name;メンデルスゾーン:真夏の夜の夢 - 間奏曲 Op. 61, No. 2
19270597;JA;name;メンデルスゾーン:真夏の夜の夢 - ノットゥルノ Op. 61, No. 3
19270605;JA;name;メンデルスゾーン:序曲「海の静けさと幸ある航海」 Op. 27
19270609;JA;name;メンデルスゾーン:序曲「ルイ・ブラス」 Op. 95
19270613;JA;name;メンデルスゾーン:序曲「フィンガルの洞窟」 Op. 26
19309032;JA;name;ビゼー:Carmen: Prelude
19309036;JA;name;R. レオンカヴァルロ:歌劇「道化師」 - 間奏曲
19309038;JA;name;フランツ・シュミット:Notre Dame: Interlude
19309040;JA;name;フンパーディンク:Hansel and Gretel: Dream Pantomime
19309042;JA;name;プッチーニ:歌劇「マノン・レスコー」 - 間奏曲
19309044;JA;name;ヨハン・シュトラウスII世:Tausend und eine Nacht: Intermezzo
19309046;JA;name;マスネ:歌劇「タイス」 - 第2幕 瞑想曲
19309052;JA;name;ステンハンマル:カンタータ「歌」 Op. 44 - 間奏曲
19309054;JA;name;シベリウス:カレリア組曲 Op. 11 - 第1楽章
19309056;JA;name;オッフェンバック:Les contes d'Hoffmann (The Tales of Hoffman), Op. 67: Barcarolle
19309058;JA;name;マスカーニ:L'Amico Fritz: Intermezzo
19309060;JA;name;ヴェルディ:歌劇「椿姫」 - 第1幕 前奏曲
19309087;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act I: Cavatina: Benedette queste carte ... Della crudele Isotta
19309091;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act I: Cavatina: Udite, udite, o rustici
19309093;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act I: Recitative: Caro elisir! seo mio!
19309095;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act I: Duet - Lallarallara la la la la
19309097;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act I: Terzetto - Tran tran tran ... In guerra ed in amore
19309099;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act I: Finale - Signor Sargente
19309103;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act II: Barcarolle for Two Voices: Io son ricco e tu sei bella
19309109;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act II: Quartet - Dell' elisir mirabile
19309111;JA;name;ドニゼッティ:歌劇「愛の妙薬」(抜粋) - Act II: Romance: Una furtiva lagrima
19453356;JA;name;ヴィヴァルディ:フルート協奏曲 ヘ長調 「海の嵐」 Op. 10 No. 1 RV 433 - II. Largo
19453358;JA;name;ヴィヴァルディ:フルート協奏曲 ヘ長調 「海の嵐」 Op. 10 No. 1 RV 433 - III. Presto
19453360;JA;name;ヴィヴァルディ:オーボエ協奏曲 ニ短調 Op. 8 No. 9 RV 454 - I. Allegro - Moderato
19453362;JA;name;ヴィヴァルディ:オーボエ協奏曲 ニ短調 Op. 8 No. 9 RV 454 - II. Largo
19453366;JA;name;ヴィヴァルディ:Trumpet Concerto in G minor (tr. Jean Thilde) - I. Vivace
19453368;JA;name;ヴィヴァルディ:Trumpet Concerto in G minor (tr. Jean Thilde) - II. Lento
19453370;JA;name;ヴィヴァルディ:Trumpet Concerto in G minor (tr. Jean Thilde) - III. Allegro
19453372;JA;name;ヴィヴァルディ:フルート協奏曲 ニ長調 「ごしきひわ」 Op. 10 No. 3 RV 428 - I. Allegro
19453374;JA;name;ヴィヴァルディ:フルート協奏曲 ニ長調 「ごしきひわ」 Op. 10 No. 3 RV 428 - II. Cantabile
19453378;JA;name;ヴィヴァルディ:Trumpet Concerto in B flat minor (tr. Jean Thilde) - I. Allegro
19453380;JA;name;ヴィヴァルディ:Trumpet Concerto in B flat minor (tr. Jean Thilde) - II. Largo
19453384;JA;name;ヴィヴァルディ:ファゴット協奏曲 ホ短調 RV 484 - I. Allegro poco
19453386;JA;name;ヴィヴァルディ:ファゴット協奏曲 ホ短調 RV 484 - II. Andante
19453392;JA;name;ヴィヴァルディ:フルート協奏曲 ト短調 「夜」 Op. 10 No. 2 RV 439 - II. Presto
19453394;JA;name;ヴィヴァルディ:フルート協奏曲 ト短調 「夜」 Op. 10 No. 2 RV 439 - III. Largo-Il sonno-Allegro
19469656;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act II Scene 1: Lunge da lei per me (Alfredo)
19469669;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act II Scene 1: O mio rimorso! (Alfredo)
19469682;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act II Scene 1: Pura si come un angelo - Dite alla giovine (Germont, Violetta)
19469695;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act II Scene 1: Dammi tu forza, o cielo! (Violetta, Annina, Alfredo)
19469708;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act II Scene 1: Di Provenza il mar, il suol (Germont)
19469734;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act III: Prelude
19469747;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act III: Teneste la promessa (Violetta)
19469773;JA;name;ヴェルディ:歌劇「椿姫」(抜粋) - Act III: Ah, Violetta! … Voi, Signor! - E strano! … Che! (Germont, Violetta, Alfredo, Dottore, Annina, chorus)
19482450;JA;name;ミヒャエル・ハラース (指揮者)/ファイローニ室内管弦楽団
19482454;JA;name;ミヒャエル・ハラース (指揮者)/ファイローニ室内管弦楽団
19483263;JA;name;モーツァルト:ヴァイオリン・ソナタ第21番 ホ短調 K. 304 - I. Allegro
19483275;JA;name;モーツァルト:ヴァイオリン・ソナタ第22番 イ長調 K. 305 - I. Allegro di molto
19483281;JA;name;モーツァルト:ヴァイオリン・ソナタ第22番 イ長調 K. 305 - II. Theme and Variations: Andante grazioso
19483311;JA;name;モーツァルト:ヴァイオリン・ソナタ第25番 ヘ長調 K. 377 - II. Theme and Variations: Andante
19483317;JA;name;モーツァルト:ヴァイオリン・ソナタ第25番 ヘ長調 K. 377 - III. Tempo di Menuetto
19483420;JA;name;モーツァルト:ヴァイオリン・ソナタ第26番 変ロ長調 K. 378 - II. Andantino sostenuto e cantabile
19483432;JA;name;モーツァルト:ヴァイオリン・ソナタ第27番 ト長調 K. 379 - I. Adagio - Allegro
19483438;JA;name;モーツァルト:ヴァイオリン・ソナタ第27番 ト長調 K. 379 - II. Theme and Variations: Andantino cantabile
19483444;JA;name;モーツァルト:ヴァイオリン・ソナタ第28番 変ホ長調 K. 380 - I. Allegro
19483450;JA;name;モーツァルト:ヴァイオリン・ソナタ第28番 変ホ長調 K. 380 - II. Andante con moto
19483456;JA;name;モーツァルト:ヴァイオリン・ソナタ第28番 変ホ長調 K. 380 - III. Rondo: Allegro
19485106;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act I - Ed e bella la sposa?
19485115;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act I - Amore o grillo
19485124;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act I - Ecco! Son giunte al sommo del pendio
19485142;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act I - Viene la sers
19485152;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act I - Bimba dagli occhi pieni di malia
19485202;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act II - Un bel di, vedremo
19485220;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act II - Tutto, tutto, sia pien di fior
19485229;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act II - Humming Chorus
19485247;JA;name;プッチーニ:歌劇「蝶々夫人」 - Act III - Con onor muore
19533925;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act I: Mario! Mario! Mario! (Tosca, Cavaradossi, Angelotti)
19533940;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act I: Ah, quegli occhi! … (Tosca, Cavaradossi)
19533960;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act I: Tre sbirri, una carrozza (Scarpia, Spoletta, Chorus)
19533988;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act II: Quanto? … Quanto? Il prezzo! … - Odi? E' il tamburo (Tosca, Scarpia)
19534008;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act II: Io tenni la promessa … - E qual via scegliete? - Tosca, finalmente mia! (Scarpia, Tosca)
19534030;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act III: Mario Cavaradossi? A voi (Un Carceriere, Cavaradossi)
19534037;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act III: E lucevan le stelle … (Cavaradossi)
19534068;JA;name;プッチーニ:歌劇「トスカ」(抜粋) - Act III: Come e lunga l'attesa! (Tosca)
19534109;JA;name;ショパン: チェロ・ソナタ ト短調 Op. 65 I, Allegro moderato
19534114;JA;name;ショパン: チェロ・ソナタ ト短調 Op. 65 II, Scherzo: Allegro con brio
19534182;JA;name;ショパン: ワルツ第3番 イ短調 「華麗なる円舞曲」 Op. 34 No. 2
19534186;JA;name;ショパン: エチュード第6番 ニ短調 Op. 10 No. 6
19538902;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - ACT I: Taubchen, das entflattert ist...
19538908;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - Duettino: Ach, ich darf night hin zu dir
19538915;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - Teraett: Nein, mit solchen Advokaten
19538927;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - Terzett: So muss allein ich bleiben
19538943;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - ACT II: Ein Souper heut' uns winkt
19538955;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - Mein Herr Marquis, ein Mann wie Sie
19538996;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - Finale: Im Feuerstrom der Reben
19539019;JA;name;ヨハン・シュトラウスII世:歌劇「こうもり」 - Spiel'ich die Unschuld vom Lande
19540700;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - シンフォニア
19540738;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(ガラテア)
19540755;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - アリア(カラテア)
19540780;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(デイモン)
19540811;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(ガラテア)
19540821;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - 二重唱(ガラテアとエイシス)
19540832;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(ポリュフェモス)
19540837;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - アリア(ポリュフェモス)
19540847;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - アリア(ポリュフェモス)
19540852;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(エイシス)
19540857;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - アリア(エイシス)
19540882;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(ガラテア)
19540892;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(エイシス)
19540897;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - 合唱
19540907;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - レチタティーヴォ(ガラテア)
19540919;JA;name;ヘンデル:歌劇「エイシスとガラテア」 HWV 49b - 合唱
19563887;JA;name;ピアノ協奏曲第4番 ト長調 Op. 58: I. Allegro moderato
19563892;JA;name;ピアノ協奏曲第4番 ト長調 Op. 58: II. Andante con moto
19563898;JA;name;ピアノ協奏曲第4番 ト長調 Op. 58: III. Rondo: Vivace
19563903;JA;name;ピアノ協奏曲第5番 変ホ長調 「皇帝」 Op. 73: I. Allegro
19563914;JA;name;ピアノ協奏曲第5番 変ホ長調 「皇帝」 Op. 73: II. Adagio un poco mosso
19563934;JA;name;ピアノ協奏曲第5番 変ホ長調 「皇帝」 Op. 73: III. Rondo: Allegro
19564307;JA;name;チャイコフスキー:バレエ「くるみ割り人形」 Op. 71 (抜粋) - Marche
19564310;JA;name;チャイコフスキー:バレエ「くるみ割り人形」 Op. 71 (抜粋) - Danse de la fee
19564316;JA;name;チャイコフスキー:バレエ「くるみ割り人形」 Op. 71 (抜粋) - Danse arabe
19564319;JA;name;チャイコフスキー:バレエ「くるみ割り人形」 Op. 71 (抜粋) - Danse chinoise
19564341;JA;name;チャイコフスキー:バレエ「くるみ割り人形」 Op. 71 (抜粋) - Valse des fleurs
19564344;JA;name;チャイコフスキー:バレエ「白鳥の湖」 Op. 20 (抜粋) - Scene
19564350;JA;name;チャイコフスキー:バレエ「白鳥の湖」 Op. 20 (抜粋) - Allegro
19564380;JA;name;チャイコフスキー:バレエ「白鳥の湖」 Op. 20 (抜粋) - Danse napolitaine
19564406;JA;name;チャイコフスキー:バレエ「眠りの森の美女」 Op. 66 (抜粋) - Adagio - Pas d'action
19564409;JA;name;チャイコフスキー:バレエ「眠りの森の美女」 Op. 66 (抜粋) - Characteristic Dance
19564413;JA;name;チャイコフスキー:バレエ「眠りの森の美女」 Op. 66 (抜粋) - Panorama
19564447;JA;name;チャイコフスキー:バレエ「眠りの森の美女」 Op. 66 (抜粋) - Waltz
19565320;JA;name;小さな黒人
19565324;JA;name;子供の領分: グラドゥス・アド・パルナッスム博士
19565328;JA;name;子供の領分: 象の子守歌
19565333;JA;name;子供の領分: 人形のセレナード
19565337;JA;name;子供の領分: 雪は踊る
19565341;JA;name;子供の領分: 小さな羊飼
19565345;JA;name;子供の領分: ゴリヴォーグのケークウォーク
19565351;JA;name;おもちゃ箱(ピアノ版): 前奏曲
19565388;JA;name;おもちゃ箱(ピアノ版): 第1景
19565425;JA;name;おもちゃ箱(ピアノ版): 第2景
19565432;JA;name;おもちゃ箱(ピアノ版): 第3景-第4景 エピローグ
19565469;JA;name;6つの古代の墓碑銘(ピアノ編): 夏の風の神、パンに祈るために
19565515;JA;name;6つの古代の墓碑銘(ピアノ編): 無名の墓のために
19565519;JA;name;6つの古代の墓碑銘(ピアノ編): 夜が幸いであるために
19565524;JA;name;6つの古代の墓碑銘(ピアノ編): カスタネットをもつ舞姫のために
19565529;JA;name;6つの古代の墓碑銘(ピアノ編): エジプト女のために
19565631;JA;name;6つの古代の墓碑銘(ピアノ編): 朝の雨に感謝するために
19577687;JA;name;フォーレ:マスクとベルガマスク Op. 112 - II. Menuet
19577691;JA;name;フォーレ:マスクとベルガマスク Op. 112 - III. Gavotte
19577695;JA;name;フォーレ:マスクとベルガマスク Op. 112 - IV. Pastorale
19577699;JA;name;フォーレ:ドリー組曲 Op. 56 - I. Berceuse
19577704;JA;name;フォーレ:ドリー組曲 Op. 56 - II. Mi-a-ou
19577733;JA;name;フォーレ:ドリー組曲 Op. 56 - V. Tendresse
19577739;JA;name;フォーレ:ドリー組曲 Op. 56 - VI. Le Pas Espagnol
19577743;JA;name;フォーレ:シャイロック Op. 57 - I. Chanson
19577747;JA;name;フォーレ:シャイロック Op. 57 - II. Entr'acte
19577751;JA;name;フォーレ:シャイロック Op. 57 - III. Madrigal
19577755;JA;name;フォーレ:シャイロック Op. 57 - IV. Epithalme
19577759;JA;name;フォーレ:シャイロック Op. 57 - V. Nocturne
19577783;JA;name;フォーレ:子守歌 Op. 16
19579068;JA;name;ドヴォルザーク:弦楽四重奏曲第12番 ヘ長調 「アメリカ」 Op. 96 - I. Allegro ma non troppo
19579072;JA;name;ドヴォルザーク:弦楽四重奏曲第12番 ヘ長調 「アメリカ」 Op. 96 - II. Lento
19579076;JA;name;ドヴォルザーク:弦楽四重奏曲第12番 ヘ長調 「アメリカ」 Op. 96 - III. Molto vivace
19579080;JA;name;ドヴォルザーク:弦楽四重奏曲第12番 ヘ長調 「アメリカ」 Op. 96 - IV. Vivace ma non troppo
19579084;JA;name;ドヴォルザーク:弦楽四重奏曲第13番 ト長調 Op. 106 - I. Allegro moderato
19579092;JA;name;ドヴォルザーク:弦楽四重奏曲第13番 ト長調 Op. 106 - III. Molto vivace
19581845;JA;name;交響曲第1番 ト短調: I. Allegro moderato
19581860;JA;name;交響曲第1番 ト短調: II. Andante commodamente
19581866;JA;name;交響曲第1番 ト短調: III. Scherzo. Allegro non troppo - Moderato
19581872;JA;name;交響曲第1番 ト短調: IV. Finale. Allegro moderato
19581878;JA;name;交響曲第2番 イ長調: I. Moderato - Allegro non troppo
19581884;JA;name;交響曲第2番 イ長調: II. Andante cantabile
19581890;JA;name;交響曲第2番 イ長調: III. Allegro scherzando
19581896;JA;name;交響曲第2番 イ長調: IV. Andante cantabile - Allegro vivo
19591223;JA;name;バーバー: ヴァイオリン協奏曲 Op. 14 III, Presto in moto perpetuoso
19591228;JA;name;バーバー: 組曲「思い出」 Op. 28 I, ワルツ(ロビー)
19591238;JA;name;バーバー: 組曲「思い出」 Op. 28 III, パ・ド・ドゥ(舞踏室の角で)
19591243;JA;name;バーバー: 組曲「思い出」 Op. 28 IV, トゥー・ステップ(パームコートでのお茶)
19591248;JA;name;バーバー: 組曲「思い出」 Op. 28 V, ヘジテーション・タンゴ(寝室での出来事)
19591258;JA;name;バーバー: 弦楽セレナード Op. 1 I, Un poco adagio - Allegro con spirito
19591263;JA;name;バーバー: 弦楽セレナード Op. 1 II, Andante con moto
19600080;JA;name;ヨーゼフ・シュトラウス:ポルカ・マズルカ「海の精(シレーヌ)」 Op. 248
19600085;JA;name;ヨーゼフ・シュトラウス:ワルツ「天体の音楽」 Op. 235
19600090;JA;name;ヨーゼフ・シュトラウス:ポリチネッロ・カドリーユ Op. 21
19600105;JA;name;ヨーゼフ・シュトラウス:演奏会用ワルツ「愛の真珠」 Op. 39
19600110;JA;name;ヨーゼフ・シュトラウス:ポルカ・フランセーズ「鍛冶屋」 Op. 269
19600115;JA;name;ヨーゼフ・シュトラウス:ワルツ「オーストリアの村ツバメ」 Op. 164
19600125;JA;name;ヨーゼフ・シュトラウス:ポルカ「昼と夜」 Op. 93
19600130;JA;name;ヨーゼフ・シュトラウス:ポルカ・マズルカ「エーデルワイス」 Op. 148
19610746;JA;name;ロッシーニ:歌劇「セヴィリャの理髪師」 (抜粋) - Overture
19610770;JA;name;ロッシーニ:歌劇「セヴィリャの理髪師」 (抜粋) - Act I Cavatina: Ecco, ridente in cielo (Conte)
19610838;JA;name;ロッシーニ:歌劇「セヴィリャの理髪師」 (抜粋) - Act I Aria: La calunnia e un venticello (Basilio)
19610864;JA;name;ロッシーニ:歌劇「セヴィリャの理髪師」 (抜粋) - Act I Aria A un dottor della mia sorte (Bartolo)
19610879;JA;name;ロッシーニ:歌劇「セヴィリャの理髪師」 (抜粋) - Act I Finale: Fredda ed immobile
19610907;JA;name;ロッシーニ:歌劇「セヴィリャの理髪師」 (抜粋) - Act II Aria: Contro un cor che accende amore (Rosina, Conte)
19610959;JA;name;ロッシーニ:歌劇「セヴィリャの理髪師」 (抜粋) - Act II Finaletto: Di si felice innesto serbiam memoria eterna?
19611013;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act I: Overture
19611038;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act I: Dies Bildnis ist bezaubernd schon (Tamino)
19611052;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act I: Hm! Hm! Hm! Hm! (Papageno, Tamino, the Three Ladies)
19611064;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act I: Wie stark ist nicht dein Zauberton! (Tamino)
19611071;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act I: Schnelle Fusse, rascher Mut (Pamina, Papageno, Monostatos, Slaves)
19611083;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act II: O Isis und Osiris (Sarastro, Chorus)
19611095;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act II: Der Holle Rache kocht in meinen Herzen (Queen of the Night)
19611102;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act II: In diesen heil'gen Hallen (Sarastro)
19611124;JA;name;モーツァルト:歌劇「魔笛」 K. 620 (抜粋) - Act II: Pa-Pa-Pa-Pa-Pa-Pa-Papageno (Papageno, Papagena)
19613371;JA;name;交響曲第3番 ニ短調 WAB 103(1873年初稿 ノヴァーク版): I. Gemassigt, misterioso
19613387;JA;name;交響曲第3番 ニ短調 WAB 103(1873年初稿 ノヴァーク版): II. Adagio: Feierlich
19613398;JA;name;交響曲第3番 ニ短調 WAB 103(1873年初稿 ノヴァーク版): III. Scherzo: Ziemlich schnell
19613412;JA;name;交響曲第3番 ニ短調 WAB 103(1873年初稿 ノヴァーク版): IV. Finale: Allegro
19640225;JA;name;ヘンデル:オルガン協奏曲 ト短調 Op. 4 No. 1 - II. Allegro
19640249;JA;name;ヘンデル:オルガン協奏曲 変ロ長調 Op. 4 No. 2 - II. Allegro
19640255;JA;name;ヘンデル:オルガン協奏曲 変ロ長調 Op. 4 No. 2 - III. Adagio, e staccato
19640267;JA;name;ヘンデル:オルガン協奏曲 ト短調 Op. 4 No. 3 - I. Adagio
19640293;JA;name;ヘンデル:オルガン協奏曲 ト短調 Op. 4 No. 3 - II. Allegro
19640299;JA;name;ヘンデル:オルガン協奏曲 ト短調 Op. 4 No. 3 - III. Adagio
19640305;JA;name;ヘンデル:オルガン協奏曲 ト短調 Op. 4 No. 3 - IV. Gavotte (Allegro)
19640323;JA;name;ヘンデル:オルガン協奏曲 ヘ長調 Op. 4 No. 4 - III. Adagio
19640336;JA;name;ヘンデル:オルガン協奏曲 ヘ長調 Op. 4 No. 5 - I. Larghetto
19640350;JA;name;ヘンデル:オルガン協奏曲 ヘ長調 Op. 4 No. 5 - II. Allegro
19640364;JA;name;ヘンデル:オルガン協奏曲 ヘ長調 Op. 4 No. 5 - III. Alla Siciliana
19640370;JA;name;ヘンデル:オルガン協奏曲 ヘ長調 Op. 4 No. 5 - IV. Presto
19640384;JA;name;ヘンデル:オルガン協奏曲 変ロ長調 Op. 4 No. 6 - I. Andante allegro
19652623;JA;name;ヴィヴァルディ:ヴァイオリン協奏曲 ホ長調 「春」 Op. 8 No. 1 RV 269 - I. Allegro
19652638;JA;name;ヴィヴァルディ:ヴァイオリン協奏曲 ホ長調 「春」 Op. 8 No. 1 RV 269 - II. Largo e pianissimo sempre
19652651;JA;name;ヴィヴァルディ:ヴァイオリン協奏曲 ホ長調 「春」 Op. 8 No. 1 RV 269 - III. Danza Pastorale (Allegro)
19652654;JA;name;ヴィヴァルディ:ヴァイオリン協奏曲 ト短調 「夏」 Op. 8 No. 2 RV 315 - I. Allegro non molto
19652678;JA;name;ヴィヴァルディ:ヴァイオリン協奏曲 ヘ長調 「秋」 Op. 8 No. 3 RV 293 - II. Adagio molto
19652697;JA;name;ヴィヴァルディ:ヴァイオリン協奏曲 ヘ短調 「冬」 Op. 8 No. 4 RV 297 - II. Largo
19652722;JA;name;ヴィヴァルディ:弦楽のための協奏曲 ト長調 「田園風」 RV 151 - III. Allegro
19653141;JA;name;ビゼー:カルメン組曲第1番 - アルカラの竜騎兵
19653149;JA;name;ビゼー:カルメン組曲第1番 - 闘牛士
19653166;JA;name;ビゼー:カルメン組曲第2番 - 密輸入者の行進
19653174;JA;name;ビゼー:カルメン組曲第2番 - ハバネラ
19653181;JA;name;ビゼー:カルメン組曲第2番 - 夜想曲
19653187;JA;name;ビゼー:カルメン組曲第2番 - 闘牛士の歌
19653214;JA;name;ビゼー:アルルの女 組曲第1番 - 前奏曲
19653236;JA;name;ビゼー:アルルの女 組曲第1番 - メヌエット
19653279;JA;name;ビゼー:アルルの女 組曲第1番 - カリヨン
19653296;JA;name;ビゼー:アルルの女 組曲第2番 - パストラール
19653301;JA;name;ビゼー:アルルの女 組曲第2番 - 間奏曲
19653306;JA;name;ビゼー:アルルの女 組曲第2番 - メヌエット
19653367;JA;name;ビゼー:アルルの女 組曲第2番 - ファランドール
19657244;JA;name;ピアノ協奏曲第2番 ハ短調 Op. 18: I. Moderato
19657252;JA;name;ピアノ協奏曲第2番 ハ短調 Op. 18: II. Adagio sostenuto
19657270;JA;name;ピアノ協奏曲第2番 ハ短調 Op. 18: III. Allegro scherzando
19657290;JA;name;パガニーニの主題による狂詩曲 Op. 43
19657849;JA;name;ベートーヴェン:ピアノ協奏曲第5番 変ホ長調 「皇帝」 Op. 73 - I. Allegro
19657877;JA;name;ベートーヴェン:ピアノ協奏曲第5番 変ホ長調 「皇帝」 Op. 73 - III. Rondo: allegro
19658554;JA;name;ワーグナー:歌劇「タンホイザー」(抜粋) - Overture
19658556;JA;name;ワーグナー:歌劇「タンホイザー」(抜粋) - Venusberg Music
19658558;JA;name;ワーグナー:歌劇「タンホイザー」(抜粋) - Act II: Entrance of the Guests
